序号,日语单词,注音,Anki格式,中文翻译,英文翻译,词性,例句,例句翻译,关联,补充,Audio,Audio_Sentence,Chapter,Section,,,
332,おしゃべり〈する〉,おしゃべり,おしゃべり（する）,聊天,chatting,名・动,家族とおしゃべりする時間を大切にしている。,我珍惜和家人聊天的时间。,,,[sound:JLPT_TangoN3_Word_0332.mp3],[sound:JLPT_TangoN3_Sentence_0332.mp3],3,4,毎日の暮らし②,朝から夜まで,万词对策N3::Chapter 3 毎日の暮らし②::Section 4 朝から夜まで
333,リラックス〈する〉,リラックス,リラックス（する）,放松,relaxing,名・动,家に帰って、リビングでリラックスする。,我回到家，在起居室放松一下。,,,[sound:JLPT_TangoN3_Word_0333.mp3],[sound:JLPT_TangoN3_Sentence_0333.mp3],3,4,毎日の暮らし②,朝から夜まで,万词对策N3::Chapter 3 毎日の暮らし②::Section 4 朝から夜まで
334,普段*,ふだん,普[ふ]段[だん],平时,"usually, normally",名,ふだんは家で食事をする。,我平时在家吃饭。,,,[sound:JLPT_TangoN3_Word_0334.mp3],[sound:JLPT_TangoN3_Sentence_0334.mp3],3,4,毎日の暮らし②,朝から夜まで,万词对策N3::Chapter 3 毎日の暮らし②::Section 4 朝から夜まで
335,普段着*,ふだんぎ,普[ふ]段[だん]着[ぎ],便服,casual wear,名,ふだん着のまま、ソファーで寝てしまった。,我穿着便服在沙发上睡着了。,,,[sound:JLPT_TangoN3_Word_0335.mp3],[sound:JLPT_TangoN3_Sentence_0335.mp3],3,4,毎日の暮らし②,朝から夜まで,万词对策N3::Chapter 3 毎日の暮らし②::Section 4 朝から夜まで
336,相変わらず,あいかわらず,相[あい]変[か]わらず,照旧,as always,副,息子は相変わらずゲームをしている。,儿子仍旧在打游戏。,,,[sound:JLPT_TangoN3_Word_0336.mp3],[sound:JLPT_TangoN3_Sentence_0336.mp3],3,4,毎日の暮らし②,朝から夜まで,万词对策N3::Chapter 3 毎日の暮らし②::Section 4 朝から夜まで
337,大抵*,たいてい,大[たい]抵[てい],大部分；大概；一般,normally,副,たいてい、1時ごろ寝る。,我大多1点左右睡觉。,,,[sound:JLPT_TangoN3_Word_0337.mp3],[sound:JLPT_TangoN3_Sentence_0337.mp3],3,4,毎日の暮らし②,朝から夜まで,万词对策N3::Chapter 3 毎日の暮らし②::Section 4 朝から夜まで
338,夜ふかし〈する〉,よふかし,夜[よ]更[ふ]かし（する）,熬夜,staying up late,名・动,週末は、ちょっと夜更かししてしまう。,周末我会稍微熬一熬夜。,,,[sound:JLPT_TangoN3_Word_0338.mp3],[sound:JLPT_TangoN3_Sentence_0338.mp3],3,4,毎日の暮らし②,朝から夜まで,万词对策N3::Chapter 3 毎日の暮らし②::Section 4 朝から夜まで
339,電源,でんげん,電[でん]源[げん],电源,"power, power source, outlet",名,夜、パソコンの電源を切る。,晚上把电脑的电源切断。,,,[sound:JLPT_TangoN3_Word_0339.mp3],[sound:JLPT_TangoN3_Sentence_0339.mp3],3,4,毎日の暮らし②,朝から夜まで,万词对策N3::Chapter 3 毎日の暮らし②::Section 4 朝から夜まで
340,充電〈する〉,じゅうでん,充[じゅう]電[でん]（する）,充电,charging (a battery),名・动,寝る前に、スマートフォンを充電しておく。,睡觉前把智能手机充好电。,,,[sound:JLPT_TangoN3_Word_0340.mp3],[sound:JLPT_TangoN3_Sentence_0340.mp3],3,4,毎日の暮らし②,朝から夜まで,万词对策N3::Chapter 3 毎日の暮らし②::Section 4 朝から夜まで
341,セット〈する〉,セット,セット（する）,设定,setting,名・动,目覚ましを7時にセットした。,我把闹钟设成7点了。,,,[sound:JLPT_TangoN3_Word_0341.mp3],[sound:JLPT_TangoN3_Sentence_0341.mp3],3,4,毎日の暮らし②,朝から夜まで,万词对策N3::Chapter 3 毎日の暮らし②::Section 4 朝から夜まで
342,撫でる*,なでる,撫[な]でる,抚摸,"to pet, to stroke",动,ペットの犬をなでて、「おやすみ」と言った。,我抚摸着宠物狗，说：“晚安。”,,,[sound:JLPT_TangoN3_Word_0342.mp3],[sound:JLPT_TangoN3_Sentence_0342.mp3],3,4,毎日の暮らし②,朝から夜まで,万词对策N3::Chapter 3 毎日の暮らし②::Section 4 朝から夜まで
343,ぐっすり [と],ぐっすり,ぐっすり［と］,熟睡,sound asleep,副,今日もぐっすり寝られそうだ。,看来今天我又能饱饱地睡一觉了。,,,[sound:JLPT_TangoN3_Word_0343.mp3],[sound:JLPT_TangoN3_Sentence_0343.mp3],3,4,毎日の暮らし②,朝から夜まで,万词对策N3::Chapter 3 毎日の暮らし②::Section 4 朝から夜まで
344,運,うん,運[うん],运气,luck,名,今日は、運がいい一日だった。,今天我的运气很好。,,,[sound:JLPT_TangoN3_Word_0344.mp3],[sound:JLPT_TangoN3_Sentence_0344.mp3],3,4,毎日の暮らし②,朝から夜まで,万词对策N3::Chapter 3 毎日の暮らし②::Section 4 朝から夜まで
345,日常,にちじょう,日[にち]常[じょう],日常,"daily, everyday",名,日常の生活を楽しみたい。,我想好好地享受日常生活。,"＋日常生活 daily life, everyday life / 日常生活
＋日常生活 daily conversation, everyday conversation / 日常对话",,[sound:JLPT_TangoN3_Word_0345.mp3],[sound:JLPT_TangoN3_Sentence_0345.mp3],3,5,毎日の暮らし②,こんなことも,万词对策N3::Chapter 3 毎日の暮らし②::Section 5 こんなことも
346,常に,つねに,常[つね]に,常常,always,副,常に、家族の健康を考えている。,我常常想着家人的健康。,,,[sound:JLPT_TangoN3_Word_0346.mp3],[sound:JLPT_TangoN3_Sentence_0346.mp3],3,5,毎日の暮らし②,こんなことも,万词对策N3::Chapter 3 毎日の暮らし②::Section 5 こんなことも
347,出迎え,でむかえ,出[で]迎[むか]え,迎接,"reception, welcome",名,空港へ国の友だちの出迎えに行く。,我去机场接国内来的朋友。,,,[sound:JLPT_TangoN3_Word_0347.mp3],[sound:JLPT_TangoN3_Sentence_0347.mp3],3,5,毎日の暮らし②,こんなことも,万词对策N3::Chapter 3 毎日の暮らし②::Section 5 こんなことも
348,出迎える,でむかえる,出[で]迎[むか]える,迎接,"to receive, to welcome",动,バス停で友だちを出迎えた。,我在公交车站接了朋友。,,,[sound:JLPT_TangoN3_Word_0348.mp3],[sound:JLPT_TangoN3_Sentence_0348.mp3],3,5,毎日の暮らし②,こんなことも,万词对策N3::Chapter 3 毎日の暮らし②::Section 5 こんなことも
349,見送り,みおくり,見[み]送[おく]り,送别,seeing off,名,空港へ家族を見送りに行く。,我去机场送家人。,,,[sound:JLPT_TangoN3_Word_0349.mp3],[sound:JLPT_TangoN3_Sentence_0349.mp3],3,5,毎日の暮らし②,こんなことも,万词对策N3::Chapter 3 毎日の暮らし②::Section 5 こんなことも
350,見送る,みおくる,見[み]送[おく]る,送别,to see off,动,泣きながら家族を見送った。,我哭着送走了家人。,,,[sound:JLPT_TangoN3_Word_0350.mp3],[sound:JLPT_TangoN3_Sentence_0350.mp3],3,5,毎日の暮らし②,こんなことも,万词对策N3::Chapter 3 毎日の暮らし②::Section 5 こんなことも
351,郵送〈する〉,ゆうそう,郵[ゆう]送[そう]（する）,邮寄,mail,名・动,母に誕生日プレゼントを郵送した。,我给妈妈寄了一份生日礼物。,,,[sound:JLPT_TangoN3_Word_0351.mp3],[sound:JLPT_TangoN3_Sentence_0351.mp3],3,5,毎日の暮らし②,こんなことも,万词对策N3::Chapter 3 毎日の暮らし②::Section 5 こんなことも
352,小包,こづつみ,小[こ]包[づつみ],包裹,package,名,小包にセーターを入れた。,我把毛衣装进包裹。,,,[sound:JLPT_TangoN3_Word_0352.mp3],[sound:JLPT_TangoN3_Sentence_0352.mp3],3,5,毎日の暮らし②,こんなことも,万词对策N3::Chapter 3 毎日の暮らし②::Section 5 こんなことも
353,送料,そうりょう,送[そう]料[りょう],邮费，运费,"fee, charge",名,荷物を送るとき、送料がかかる。,寄行李时会产生运费。,,,[sound:JLPT_TangoN3_Word_0353.mp3],[sound:JLPT_TangoN3_Sentence_0353.mp3],3,5,毎日の暮らし②,こんなことも,万词对策N3::Chapter 3 毎日の暮らし②::Section 5 こんなことも
354,宛先*,あてさき,宛[あて]先[さき],收件人地址,address of recipient,名,あて先を間違えないように書いた。,我准确地填写了收件人地址。,,,[sound:JLPT_TangoN3_Word_0354.mp3],[sound:JLPT_TangoN3_Sentence_0354.mp3],3,5,毎日の暮らし②,こんなことも,万词对策N3::Chapter 3 毎日の暮らし②::Section 5 こんなことも
355,宛名*,あてな,宛[あて]名[な],收件人姓名,name of recipient,名,あて名に母の名前を書いた。,我在收件人姓名处写上了我妈妈的名字。,,,[sound:JLPT_TangoN3_Word_0355.mp3],[sound:JLPT_TangoN3_Sentence_0355.mp3],3,5,毎日の暮らし②,こんなことも,万词对策N3::Chapter 3 毎日の暮らし②::Section 5 こんなことも
356,差出人,さしだしにん,差[さし]出[だし]人[にん],寄件人,sender,名,ここに差出人の住所を書いてください。,请在这里填写寄件人地址。,,,[sound:JLPT_TangoN3_Word_0356.mp3],[sound:JLPT_TangoN3_Sentence_0356.mp3],3,5,毎日の暮らし②,こんなことも,万词对策N3::Chapter 3 毎日の暮らし②::Section 5 こんなことも
357,とりあえず,とりあえず,とりあえず,赶快；暂且,"first, for the moment, for the time being",副,大学に合格したので、とりあえず母に知らせた。,我考上大学了，于是赶忙通知了妈妈。,,,[sound:JLPT_TangoN3_Word_0357.mp3],[sound:JLPT_TangoN3_Sentence_0357.mp3],3,5,毎日の暮らし②,こんなことも,万词对策N3::Chapter 3 毎日の暮らし②::Section 5 こんなことも
358,出前,でまえ,出[で]前[まえ],送外卖,home delivery,名,今日は疲れたので、すしの出前にしよう。,今天累了，我们叫寿司外卖吧。,＝デリバリー,"""出前""用于日本料理的外卖，如寿司、荞麦面等。",[sound:JLPT_TangoN3_Word_0358.mp3],[sound:JLPT_TangoN3_Sentence_0358.mp3],3,5,毎日の暮らし②,こんなことも,万词对策N3::Chapter 3 毎日の暮らし②::Section 5 こんなことも
359,解く*,ほどく,解[ほど]く,解开,"to unwind, to untie, to unfold",动,玄関で、くつのひもをほどいた。,我在玄关解开了鞋带。,⇔結ぶ,,[sound:JLPT_TangoN3_Word_0359.mp3],[sound:JLPT_TangoN3_Sentence_0359.mp3],3,5,毎日の暮らし②,こんなことも,万词对策N3::Chapter 3 毎日の暮らし②::Section 5 こんなことも
360,留守番電話,るすばんでんわ,留[るす]守[ばん]電[でん]話[わ],电话答录机；语音留言,"answering machine, voicemail",名,留守番電話に母の声が入っていた。,语音留言里有妈妈的留言。,,,[sound:JLPT_TangoN3_Word_0360.mp3],[sound:JLPT_TangoN3_Sentence_0360.mp3],3,5,毎日の暮らし②,こんなことも,万词对策N3::Chapter 3 毎日の暮らし②::Section 5 こんなことも
361,よく,よく,よく,经常,often,副,両親や兄弟と、よく電話で話している。,我经常和父母或兄弟姐妹打电话。,,,[sound:JLPT_TangoN3_Word_0361.mp3],[sound:JLPT_TangoN3_Sentence_0361.mp3],3,5,毎日の暮らし②,こんなことも,万词对策N3::Chapter 3 毎日の暮らし②::Section 5 こんなことも
362,早め〈な〉,はやめ,早[はや]目[め]〈な〉,提前,early,名・ナ形,飛行機のチケットを早めに予約しておく。,提前预订好机票。,⇔遅め〈な〉,,[sound:JLPT_TangoN3_Word_0362.mp3],[sound:JLPT_TangoN3_Sentence_0362.mp3],3,5,毎日の暮らし②,こんなことも,万词对策N3::Chapter 3 毎日の暮らし②::Section 5 こんなことも
363,リサイクル〈する〉,リサイクル,リサイクル〈する〉,回收,recycling,名・动,洋服も家具もリサイクルできる。,衣服和家具都能回收。,＝再利用〈する〉,,[sound:JLPT_TangoN3_Word_0363.mp3],[sound:JLPT_TangoN3_Sentence_0363.mp3],3,5,毎日の暮らし②,こんなことも,万词对策N3::Chapter 3 毎日の暮らし②::Section 5 こんなことも
364,どける,どける,どける,挪开,to move (out of the way),动,その自転車をどけてください。,请挪开那辆自行车。,,,[sound:JLPT_TangoN3_Word_0364.mp3],[sound:JLPT_TangoN3_Sentence_0364.mp3],3,5,毎日の暮らし②,こんなことも,万词对策N3::Chapter 3 毎日の暮らし②::Section 5 こんなことも
365,商店街,しょうてんがい,商[しょう]店[てん]街[がい],商店街,shopping district,名,駅前に大きな商店街がある。,车站前面有一条大型商店街。,,,[sound:JLPT_TangoN3_Word_0365.mp3],[sound:JLPT_TangoN3_Sentence_0365.mp3],4,1,私たちの町,町のようす,万词对策N3::Chapter 4 私たちの町::Section 1 町のようす
366,賑やかな*,にぎやか,賑[にぎ]やかな,热闹的,lively,ナ形,商店街は、たくさんの人でにぎやかだ。,商店街人山人海，很是热闹。,,,[sound:JLPT_TangoN3_Word_0366.mp3],[sound:JLPT_TangoN3_Sentence_0366.mp3],4,1,私たちの町,町のようす,万词对策N3::Chapter 4 私たちの町::Section 1 町のようす
367,高層ビル,こうそうビル,高[こう]層[そう]ビル,高楼大厦,"high rise, skyscraper",名,この町には、高層ビルがない。,这个街区没有高楼大厦。,＋高層マンション high-rise apartment building / 高层住宅楼,,[sound:JLPT_TangoN3_Word_0367.mp3],[sound:JLPT_TangoN3_Sentence_0367.mp3],4,1,私たちの町,町のようす,万词对策N3::Chapter 4 私たちの町::Section 1 町のようす
368,建つ,たつ,建[た]つ,建，盖,to be built,动,川の近くに、高層マンションが建った。,靠近河的地方，建起了一栋高层住宅楼。,＋(～を)建てる to build / 建，盖,,[sound:JLPT_TangoN3_Word_0368.mp3],[sound:JLPT_TangoN3_Sentence_0368.mp3],4,1,私たちの町,町のようす,万词对策N3::Chapter 4 私たちの町::Section 1 町のようす
369,水族館,すいぞくかん,水[すい]族[ぞく]館[かん],水族馆,aquarium,名,水族館は、いつも子どもでいっぱいだ。,水族馆总是挤满了小孩。,,,[sound:JLPT_TangoN3_Word_0369.mp3],[sound:JLPT_TangoN3_Sentence_0369.mp3],4,1,私たちの町,町のようす,万词对策N3::Chapter 4 私たちの町::Section 1 町のようす
370,博物館,はくぶつかん,博[はく]物[ぶつ]館[かん],博物馆,museum,名,週末、博物館はとても込んでいる。,周末、博物馆里人非常多。,,,[sound:JLPT_TangoN3_Word_0370.mp3],[sound:JLPT_TangoN3_Sentence_0370.mp3],4,1,私たちの町,町のようす,万词对策N3::Chapter 4 私たちの町::Section 1 町のようす
371,出入り口（出入口）,でいりぐち,出[でい]入[い]り口[ぐち],出入口,"entrance, exit",名,博物館の出入り口に、ポスターがはってある。,博物馆的出入口贴着海报。,,,[sound:JLPT_TangoN3_Word_0371.mp3],[sound:JLPT_TangoN3_Sentence_0371.mp3],4,1,私たちの町,町のようす,万词对策N3::Chapter 4 私たちの町::Section 1 町のようす
372,自動ドア,じどうドア,自[じ]動[どう]ドア,自动门,automatic door,名,出入り口に、大きな自動ドアがある。,出入口安装了大型的自动门。,,,[sound:JLPT_TangoN3_Word_0372.mp3],[sound:JLPT_TangoN3_Sentence_0372.mp3],4,1,私たちの町,町のようす,万词对策N3::Chapter 4 私たちの町::Section 1 町のようす
373,入館料,にゅうかんりょう,入[にゅう]館[かん]料[りょう],入场费,admission fee,名,入館料は400円です。,入场费是400日元。,,,[sound:JLPT_TangoN3_Word_0373.mp3],[sound:JLPT_TangoN3_Sentence_0373.mp3],4,1,私たちの町,町のようす,万词对策N3::Chapter 4 私たちの町::Section 1 町のようす
374,混雑〈する〉,こんざつ,混[こん]雑[ざつ]〈する〉,混乱，拥挤,being crowded,名・动,週末は、どこも混雑している。,周末，到处都是人山人海的。,,,[sound:JLPT_TangoN3_Word_0374.mp3],[sound:JLPT_TangoN3_Sentence_0374.mp3],4,1,私たちの町,町のようす,万词对策N3::Chapter 4 私たちの町::Section 1 町のようす
375,行列,ぎょうれつ,行[ぎょう]列[れつ],行列，队伍,line,名,人気の店の前に、長い行列ができている。,人气商店的前面排起了长队。,,,[sound:JLPT_TangoN3_Word_0375.mp3],[sound:JLPT_TangoN3_Sentence_0375.mp3],4,1,私たちの町,町のようす,万词对策N3::Chapter 4 私たちの町::Section 1 町のようす
376,休館日,きゅうかんび,休[きゅう]館[かん]日[び],闭馆日,"holiday, closed day",名,この博物館の休館日は、月曜日だ。,这家博物馆的闭馆日是周一。,,,[sound:JLPT_TangoN3_Word_0376.mp3],[sound:JLPT_TangoN3_Sentence_0376.mp3],4,1,私たちの町,町のようす,万词对策N3::Chapter 4 私たちの町::Section 1 町のようす
377,ホール,ホール,ホール,大厅；会场,hall,名,市のホールで、よくコンサートが開かれる。,市会场经常举办音乐会。,,,[sound:JLPT_TangoN3_Word_0377.mp3],[sound:JLPT_TangoN3_Sentence_0377.mp3],4,1,私たちの町,町のようす,万词对策N3::Chapter 4 私たちの町::Section 1 町のようす
